Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
30	Stromal cells	Endothelial	Endothelial	GLIPR2	-0.37	7.0	5.03e-31
30	Stromal cells	Endothelial	Endothelial	SNX3	0.26	89.3	6.02e-31
30	Stromal cells	Endothelial	Endothelial	WIPF1	-0.58	29.5	6.32e-31
30	Stromal cells	Endothelial	Endothelial	TSTD1	-0.37	18.9	6.74e-31
30	Stromal cells	Endothelial	Endothelial	CCDC124	0.26	71.0	7.13e-31
30	Stromal cells	Endothelial	Endothelial	TRAF3IP3	-0.37	0.5	7.24e-31
30	Stromal cells	Endothelial	Endothelial	CBX3	0.26	79.6	8.93e-31
30	Stromal cells	Endothelial	Endothelial	FABP5	0.3	68.8	9.56e-31
30	Stromal cells	Endothelial	Endothelial	PNN	0.25	70.7	9.61e-31
30	Stromal cells	Endothelial	Endothelial	SERPINF1	-1.2	5.4	9.61e-31
30	Stromal cells	Endothelial	Endothelial	SMAP2	-0.42	5.9	1.01e-30
30	Stromal cells	Endothelial	Endothelial	H1FX	0.26	58.3	1.08e-30
30	Stromal cells	Endothelial	Endothelial	SEC11A	0.26	85.5	1.37e-30
30	Stromal cells	Endothelial	Endothelial	ATPIF1	0.27	87.1	1.4e-30
30	Stromal cells	Endothelial	Endothelial	CDK4	0.25	65.3	1.51e-30
30	Stromal cells	Endothelial	Endothelial	PSMB3	0.28	88.9	1.53e-30
30	Stromal cells	Endothelial	Endothelial	CD6	-0.47	0.0	1.61e-30
30	Stromal cells	Endothelial	Endothelial	LAT	-0.56	4.3	1.76e-30
30	Stromal cells	Endothelial	Endothelial	KRT14	0.28	32.8	1.87e-30
30	Stromal cells	Endothelial	Endothelial	TYMP	-0.58	47.5	3.09e-30
30	Stromal cells	Endothelial	Endothelial	TRAC	-0.44	2.5	4e-30
30	Stromal cells	Endothelial	Endothelial	IL21R	-0.41	0.2	4.02e-30
30	Stromal cells	Endothelial	Endothelial	ATP1A1	0.28	78.8	4.98e-30
30	Stromal cells	Endothelial	Endothelial	ANXA11	-0.37	56.8	6.28e-30
30	Stromal cells	Endothelial	Endothelial	TUBA1C	0.35	79.3	8.71e-30
30	Stromal cells	Endothelial	Endothelial	GTF2A2	0.26	79.3	1.09e-29
30	Stromal cells	Endothelial	Endothelial	GBP5	-0.56	5.6	1.45e-29
30	Stromal cells	Endothelial	Endothelial	JUND	0.32	79.9	1.82e-29
30	Stromal cells	Endothelial	Endothelial	RAB11FIP1	-0.47	10.7	1.93e-29
30	Stromal cells	Endothelial	Endothelial	NCF4	-0.3	0.5	2.48e-29
30	Stromal cells	Endothelial	Endothelial	SMIM3	-0.34	5.1	3.5e-29
30	Stromal cells	Endothelial	Endothelial	PCOLCE	-0.95	3.3	3.92e-29
30	Stromal cells	Endothelial	Endothelial	STK17A	-0.55	37.7	3.92e-29
30	Stromal cells	Endothelial	Endothelial	ZAP70	-0.41	0.8	3.96e-29
30	Stromal cells	Endothelial	Endothelial	ANKRD44	-0.35	3.5	5.77e-29
30	Stromal cells	Endothelial	Endothelial	P2RY10	-0.38	0.0	5.95e-29
30	Stromal cells	Endothelial	Endothelial	RNF149	-0.42	40.9	6.26e-29
30	Stromal cells	Endothelial	Endothelial	TRAF1	-0.51	4.6	6.82e-29
30	Stromal cells	Endothelial	Endothelial	RPL35A	-0.27	99.7	7.14e-29
30	Stromal cells	Endothelial	Endothelial	RPL23A	-0.33	99.2	7.24e-29
30	Stromal cells	Endothelial	Endothelial	UBE2S	0.33	50.5	7.8e-29
30	Stromal cells	Endothelial	Endothelial	IKZF3	-0.38	0.0	8.71e-29
30	Stromal cells	Endothelial	Endothelial	GATA3	-0.54	0.8	9.68e-29
30	Stromal cells	Endothelial	Endothelial	GTF2B	-0.43	30.6	1.36e-28
30	Stromal cells	Endothelial	Endothelial	COL6A3	-1.12	1.1	1.68e-28
30	Stromal cells	Endothelial	Endothelial	SLA2	-0.51	0.0	1.77e-28
30	Stromal cells	Endothelial	Endothelial	PDIA3	0.26	92.2	3.49e-28
30	Stromal cells	Endothelial	Endothelial	CTLA4	-0.61	0.0	3.64e-28
30	Stromal cells	Endothelial	Endothelial	PSTPIP1	-0.34	0.8	3.89e-28
30	Stromal cells	Endothelial	Endothelial	APOBEC3G	-0.46	6.4	4.62e-28
30	Stromal cells	Endothelial	Endothelial	LINC-PINT	-0.58	22.8	4.97e-28
30	Stromal cells	Endothelial	Endothelial	DOCK8	-0.38	7.0	6.86e-28
30	Stromal cells	Endothelial	Endothelial	MXRA8	-0.65	1.4	7.61e-28
30	Stromal cells	Endothelial	Endothelial	CCND2	-0.48	15.4	9.5e-28
30	Stromal cells	Endothelial	Endothelial	NCKAP1L	-0.27	0.0	1.26e-27
30	Stromal cells	Endothelial	Endothelial	FN1	-0.64	50.2	1.34e-27
30	Stromal cells	Endothelial	Endothelial	POLR2L	0.25	89.8	1.36e-27
30	Stromal cells	Endothelial	Endothelial	TMEM176B	-0.77	5.7	1.39e-27
30	Stromal cells	Endothelial	Endothelial	REL	-0.77	52.4	1.41e-27
30	Stromal cells	Endothelial	Endothelial	HMGB2	0.26	68.5	1.91e-27
30	Stromal cells	Endothelial	Endothelial	TUBB4B	0.37	86.6	1.97e-27
30	Stromal cells	Endothelial	Endothelial	SRP9	0.26	83.3	2.09e-27
30	Stromal cells	Endothelial	Endothelial	CTSK	-1.34	2.2	2.16e-27
30	Stromal cells	Endothelial	Endothelial	CYFIP2	-0.33	1.3	2.53e-27
30	Stromal cells	Endothelial	Endothelial	DOCK2	-0.27	0.0	2.66e-27
30	Stromal cells	Endothelial	Endothelial	PARP8	-0.35	2.7	3.46e-27
30	Stromal cells	Endothelial	Endothelial	GZMM	-0.46	0.5	3.84e-27
30	Stromal cells	Endothelial	Endothelial	ITK	-0.39	0.0	5.79e-27
30	Stromal cells	Endothelial	Endothelial	SOCS1	-0.52	19.4	5.84e-27
30	Stromal cells	Endothelial	Endothelial	DOCK10	-0.3	1.0	6e-27
30	Stromal cells	Endothelial	Endothelial	ARHGAP30	-0.29	0.6	6.51e-27
30	Stromal cells	Endothelial	Endothelial	FCMR	-0.44	1.8	7.25e-27
30	Stromal cells	Endothelial	Endothelial	RPL37	-0.3	99.7	7.9e-27
30	Stromal cells	Endothelial	Endothelial	RPL11	-0.27	99.8	8.58e-27
30	Stromal cells	Endothelial	Endothelial	EVI2A	-0.3	0.2	9.53e-27
30	Stromal cells	Endothelial	Endothelial	LAG3	-0.75	1.9	9.62e-27
30	Stromal cells	Endothelial	Endothelial	RCSD1	-0.38	3.8	1.14e-26
30	Stromal cells	Endothelial	Endothelial	EVL	-0.69	23.7	1.21e-26
30	Stromal cells	Endothelial	Endothelial	UBE2B	-0.41	70.9	1.28e-26
30	Stromal cells	Endothelial	Endothelial	ISLR	-0.84	1.0	1.55e-26
30	Stromal cells	Endothelial	Endothelial	TMEM176A	-0.68	4.9	1.79e-26
30	Stromal cells	Endothelial	Endothelial	TMED9	0.28	81.8	1.96e-26
30	Stromal cells	Endothelial	Endothelial	IGFBP5	0.79	36.3	2.04e-26
30	Stromal cells	Endothelial	Endothelial	OLFML3	-0.5	0.6	2.23e-26
30	Stromal cells	Endothelial	Endothelial	CKAP5	0.25	31.5	2.52e-26
30	Stromal cells	Endothelial	Endothelial	LGALS3BP	-0.55	21.2	2.73e-26
30	Stromal cells	Endothelial	Endothelial	TOMM7	-0.32	85.0	3.56e-26
30	Stromal cells	Endothelial	Endothelial	TRBC1	-0.6	0.0	4.49e-26
30	Stromal cells	Endothelial	Endothelial	SLC38A2	0.29	76.3	7.1e-26
30	Stromal cells	Endothelial	Endothelial	RPS19	-0.32	99.7	8.99e-26
30	Stromal cells	Endothelial	Endothelial	PBX4	-0.38	1.6	1.21e-25
30	Stromal cells	Endothelial	Endothelial	CIRBP	-0.34	79.0	1.28e-25
30	Stromal cells	Endothelial	Endothelial	EPSTI1	-0.41	17.2	1.3e-25
30	Stromal cells	Endothelial	Endothelial	LRP1	-0.43	6.5	1.38e-25
30	Stromal cells	Endothelial	Endothelial	CD8A	-1.18	0.2	1.6e-25
30	Stromal cells	Endothelial	Endothelial	AD000671.6	-0.27	0.3	1.75e-25
30	Stromal cells	Endothelial	Endothelial	TNFAIP8	-0.44	17.7	2.04e-25
30	Stromal cells	Endothelial	Endothelial	BCL2A1	-0.98	2.2	2.26e-25
30	Stromal cells	Endothelial	Endothelial	IL16	-0.32	3.2	2.3e-25
30	Stromal cells	Endothelial	Endothelial	AKNA	-0.38	5.3	2.46e-25
30	Stromal cells	Endothelial	Endothelial	PLEKHA2	-0.28	2.2	2.89e-25
30	Stromal cells	Endothelial	Endothelial	IRF4	-0.38	0.0	3.39e-25
30	Stromal cells	Endothelial	Endothelial	CCNDBP1	-0.33	21.2	3.57e-25
30	Stromal cells	Endothelial	Endothelial	BCAS2	-0.45	36.1	3.89e-25
30	Stromal cells	Endothelial	Endothelial	RUNX1	-0.3	11.5	4e-25
30	Stromal cells	Endothelial	Endothelial	CXCR6	-0.61	0.0	4.56e-25
30	Stromal cells	Endothelial	Endothelial	CD5	-0.38	0.0	4.74e-25
30	Stromal cells	Endothelial	Endothelial	CTSW	-0.77	0.0	4.77e-25
30	Stromal cells	Endothelial	Endothelial	SH2D1A	-0.41	0.0	5.42e-25
30	Stromal cells	Endothelial	Endothelial	SIT1	-0.34	0.0	5.94e-25
30	Stromal cells	Endothelial	Endothelial	EEF1D	-0.26	97.3	6.55e-25
30	Stromal cells	Endothelial	Endothelial	TIMP3	-0.51	50.6	7.23e-25
30	Stromal cells	Endothelial	Endothelial	TNFAIP6	-0.67	2.1	9.2e-25
30	Stromal cells	Endothelial	Endothelial	GPRIN3	-0.38	3.8	9.42e-25
30	Stromal cells	Endothelial	Endothelial	RPS10	-0.29	99.0	1.04e-24
30	Stromal cells	Endothelial	Endothelial	MAP4K1	-0.28	1.0	1.21e-24
30	Stromal cells	Endothelial	Endothelial	PTGER4	-0.43	8.8	1.26e-24
30	Stromal cells	Endothelial	Endothelial	SLC7A5	-0.46	17.2	1.39e-24
30	Stromal cells	Endothelial	Endothelial	PTGDS	-0.57	20.9	2.06e-24
30	Stromal cells	Endothelial	Endothelial	SPN	-0.3	0.5	2.21e-24
30	Stromal cells	Endothelial	Endothelial	NCF1	-0.38	4.0	2.24e-24
30	Stromal cells	Endothelial	Endothelial	ITGB7	-0.3	0.6	2.54e-24
30	Stromal cells	Endothelial	Endothelial	DCN	-2.92	5.4	3.89e-24
30	Stromal cells	Endothelial	Endothelial	RPS14	-0.28	100.0	4.27e-24
30	Stromal cells	Endothelial	Endothelial	SFRP2	-1.82	1.8	4.5e-24
30	Stromal cells	Endothelial	Endothelial	TNFRSF18	-0.9	12.1	4.61e-24
30	Stromal cells	Endothelial	Endothelial	CCR7	-0.82	0.0	4.61e-24
30	Stromal cells	Endothelial	Endothelial	PDE3B	-0.35	1.1	5.6e-24
30	Stromal cells	Endothelial	Endothelial	HAVCR2	-0.4	1.1	5.75e-24
30	Stromal cells	Endothelial	Endothelial	SUSD3	-0.29	1.3	5.94e-24
30	Stromal cells	Endothelial	Endothelial	CD4	-0.31	0.0	6.45e-24
30	Stromal cells	Endothelial	Endothelial	ARL6IP5	-0.46	59.7	1.15e-23
30	Stromal cells	Endothelial	Endothelial	PCED1B	-0.32	2.2	2e-23
30	Stromal cells	Endothelial	Endothelial	SH3BP1	-0.29	8.1	2.04e-23
30	Stromal cells	Endothelial	Endothelial	STX11	-0.37	6.4	2.12e-23
30	Stromal cells	Endothelial	Endothelial	GABARAPL1	-0.43	30.4	2.19e-23
30	Stromal cells	Endothelial	Endothelial	ATP6V0C	-0.31	80.6	2.38e-23
30	Stromal cells	Endothelial	Endothelial	PARVG	-0.26	1.9	2.56e-23
30	Stromal cells	Endothelial	Endothelial	PDGFRB	-0.35	0.3	4.48e-23
30	Stromal cells	Endothelial	Endothelial	COL8A1	-0.53	1.0	5.38e-23
30	Stromal cells	Endothelial	Endothelial	RPS27A	-0.28	99.5	7e-23
30	Stromal cells	Endothelial	Endothelial	THBS2	-0.5	0.8	7.04e-23
30	Stromal cells	Endothelial	Endothelial	COMMD6	-0.3	80.1	8.66e-23
30	Stromal cells	Endothelial	Endothelial	YWHAZ	-0.32	92.8	9.04e-23
30	Stromal cells	Endothelial	Endothelial	GALM	-0.34	5.1	1.03e-22
30	Stromal cells	Endothelial	Endothelial	IFITM1	0.27	95.1	1.08e-22
30	Stromal cells	Endothelial	Endothelial	DUSP4	-1.29	22.1	1.09e-22
30	Stromal cells	Endothelial	Endothelial	LCP2	-0.57	14.6	1.19e-22
30	Stromal cells	Endothelial	Endothelial	CD38	-0.3	0.8	1.27e-22
30	Stromal cells	Endothelial	Endothelial	ADAM8	-0.26	0.5	1.46e-22
30	Stromal cells	Endothelial	Endothelial	POU2F2	-0.29	2.1	1.5e-22
30	Stromal cells	Endothelial	Endothelial	RP11-325F22.2	-0.26	0.3	1.67e-22
30	Stromal cells	Endothelial	Endothelial	RPL21	-0.34	98.6	1.88e-22
30	Stromal cells	Endothelial	Endothelial	ANXA6	-0.41	34.4	1.93e-22
30	Stromal cells	Endothelial	Endothelial	PRR13	-0.33	64.0	2.41e-22
30	Stromal cells	Endothelial	Endothelial	MFAP4	-1.41	2.4	3.83e-22
30	Stromal cells	Endothelial	Endothelial	COL1A2	-2.46	6.4	4.11e-22
30	Stromal cells	Endothelial	Endothelial	PLEK	-0.53	0.2	4.91e-22
30	Stromal cells	Endothelial	Endothelial	SIRPG	-0.35	0.0	5.1e-22
30	Stromal cells	Endothelial	Endothelial	C3	-0.8	1.8	6.45e-22
30	Stromal cells	Endothelial	Endothelial	PDCD1	-0.42	0.0	6.67e-22
30	Stromal cells	Endothelial	Endothelial	FAM129A	-0.36	11.3	6.99e-22
30	Stromal cells	Endothelial	Endothelial	GZMH	-0.79	0.0	7.36e-22
30	Stromal cells	Endothelial	Endothelial	LUM	-2.06	6.4	8.28e-22
30	Stromal cells	Endothelial	Endothelial	CCL3	-1.58	0.3	8.53e-22
30	Stromal cells	Endothelial	Endothelial	PSMB10	-0.36	44.7	1.72e-21
30	Stromal cells	Endothelial	Endothelial	CHPF	-0.3	11.6	2e-21
30	Stromal cells	Endothelial	Endothelial	GNLY	-2.32	0.0	2.1e-21
30	Stromal cells	Endothelial	Endothelial	RASGEF1B	-0.35	5.1	2.23e-21
30	Stromal cells	Endothelial	Endothelial	LAT2	-0.29	0.8	2.27e-21
30	Stromal cells	Endothelial	Endothelial	AC090498.1	-0.26	99.8	2.69e-21
30	Stromal cells	Endothelial	Endothelial	TTC39C	-0.37	11.9	3.19e-21
30	Stromal cells	Endothelial	Endothelial	RPL17	-0.26	99.0	4.03e-21
30	Stromal cells	Endothelial	Endothelial	RPSA	-0.34	95.7	4.07e-21
30	Stromal cells	Endothelial	Endothelial	CD8B	-0.57	0.2	4.26e-21
30	Stromal cells	Endothelial	Endothelial	PRRX1	-0.32	1.8	5.8e-21
30	Stromal cells	Endothelial	Endothelial	CXCR3	-0.33	0.0	6.14e-21
30	Stromal cells	Endothelial	Endothelial	ACTA2	-1.03	5.4	6.43e-21
30	Stromal cells	Endothelial	Endothelial	CD248	-0.54	1.9	7.26e-21
30	Stromal cells	Endothelial	Endothelial	TYROBP	-1.29	0.2	7.5e-21
30	Stromal cells	Endothelial	Endothelial	GNA15	-0.38	9.1	9.51e-21
30	Stromal cells	Endothelial	Endothelial	EIF5	-0.31	77.4	1.01e-20
30	Stromal cells	Endothelial	Endothelial	SEMA4D	-0.28	3.3	1.16e-20
30	Stromal cells	Endothelial	Endothelial	CCL4L2	-1.66	1.1	1.53e-20
30	Stromal cells	Endothelial	Endothelial	CD79A	-0.95	0.0	1.64e-20
30	Stromal cells	Endothelial	Endothelial	CD28	-0.34	0.0	1.65e-20
30	Stromal cells	Endothelial	Endothelial	CAMK4	-0.33	2.2	1.76e-20
30	Stromal cells	Endothelial	Endothelial	TXNIP	-0.62	40.1	1.77e-20
30	Stromal cells	Endothelial	Endothelial	FAM49B	-0.36	36.0	1.8e-20
30	Stromal cells	Endothelial	Endothelial	SDC2	-0.34	4.8	1.87e-20
30	Stromal cells	Endothelial	Endothelial	CCL5	-2.11	10.0	2.29e-20
30	Stromal cells	Endothelial	Endothelial	JAML	-0.29	0.0	2.48e-20
30	Stromal cells	Endothelial	Endothelial	DNAJB1	-0.93	86.3	2.79e-20
30	Stromal cells	Endothelial	Endothelial	TNFRSF9	-0.48	1.6	2.93e-20
30	Stromal cells	Endothelial	Endothelial	RARRES2	-1.4	5.4	3.65e-20
30	Stromal cells	Endothelial	Endothelial	TOX	-0.27	0.5	4.04e-20
30	Stromal cells	Endothelial	Endothelial	GEM	-0.86	22.6	4.06e-20
30	Stromal cells	Endothelial	Endothelial	TNFSF13B	-0.27	0.6	6.58e-20
30	Stromal cells	Endothelial	Endothelial	HSPA8	-0.58	97.8	7.04e-20
30	Stromal cells	Endothelial	Endothelial	SATB1	-0.38	4.8	8.15e-20
30	Stromal cells	Endothelial	Endothelial	MT1F	-0.57	7.0	8.68e-20
30	Stromal cells	Endothelial	Endothelial	CNBP	-0.26	85.0	1.62e-19
30	Stromal cells	Endothelial	Endothelial	BASP1	-0.29	7.2	1.62e-19
30	Stromal cells	Endothelial	Endothelial	SYTL2	-0.26	1.1	2.56e-19
30	Stromal cells	Endothelial	Endothelial	SSPN	-0.32	5.4	2.75e-19
30	Stromal cells	Endothelial	Endothelial	CTSD	-0.63	66.9	3.58e-19
30	Stromal cells	Endothelial	Endothelial	CIB1	-0.34	67.0	3.61e-19
30	Stromal cells	Endothelial	Endothelial	UBC	-0.4	99.5	5.07e-19
30	Stromal cells	Endothelial	Endothelial	HCLS1	-0.53	35.2	8.16e-19
30	Stromal cells	Endothelial	Endothelial	B2M	-0.31	100.0	9.83e-19
30	Stromal cells	Endothelial	Endothelial	ANTXR1	-0.44	4.9	1.03e-18
30	Stromal cells	Endothelial	Endothelial	CEBPB	-0.45	27.5	1.04e-18
30	Stromal cells	Endothelial	Endothelial	MMP19	-0.33	0.2	1.28e-18
30	Stromal cells	Endothelial	Endothelial	SOD3	-0.96	2.1	1.32e-18
30	Stromal cells	Endothelial	Endothelial	PIM1	-0.46	27.1	1.6e-18
30	Stromal cells	Endothelial	Endothelial	SOD1	-0.44	87.3	1.82e-18
30	Stromal cells	Endothelial	Endothelial	C1S	-1.14	13.5	2.64e-18
30	Stromal cells	Endothelial	Endothelial	SPI1	-0.41	0.5	3.31e-18
30	Stromal cells	Endothelial	Endothelial	RPL36AL	-0.26	92.5	3.76e-18
30	Stromal cells	Endothelial	Endothelial	KLRD1	-0.44	0.2	3.87e-18
30	Stromal cells	Endothelial	Endothelial	CDKN1B	-0.45	36.0	4.54e-18
30	Stromal cells	Endothelial	Endothelial	IL2RA	-0.49	0.0	5.37e-18
30	Stromal cells	Endothelial	Endothelial	COL3A1	-2.29	6.5	6.98e-18
30	Stromal cells	Endothelial	Endothelial	FCER1G	-1.09	0.5	7.86e-18
30	Stromal cells	Endothelial	Endothelial	MCL1	-0.4	81.8	1.06e-17
30	Stromal cells	Endothelial	Endothelial	PBXIP1	-0.41	18.0	1.24e-17
30	Stromal cells	Endothelial	Endothelial	RAP1B	-0.31	67.5	1.25e-17
30	Stromal cells	Endothelial	Endothelial	LYST	-0.37	15.8	1.3e-17
30	Stromal cells	Endothelial	Endothelial	ZFP36L2	-0.77	79.8	1.32e-17
30	Stromal cells	Endothelial	Endothelial	HOPX	-0.45	8.9	1.44e-17
30	Stromal cells	Endothelial	Endothelial	FAM46A	-0.29	7.8	1.61e-17
30	Stromal cells	Endothelial	Endothelial	IRF8	-0.39	1.6	2.2e-17
30	Stromal cells	Endothelial	Endothelial	AREG	-0.73	10.0	2.3e-17
30	Stromal cells	Endothelial	Endothelial	CD70	-0.37	2.2	2.87e-17
30	Stromal cells	Endothelial	Endothelial	STEAP1	-0.28	5.4	2.99e-17
30	Stromal cells	Endothelial	Endothelial	MT1E	-1.01	20.4	3.24e-17
30	Stromal cells	Endothelial	Endothelial	CXCL13	-1.56	0.2	3.72e-17
30	Stromal cells	Endothelial	Endothelial	IFI27L2	-0.26	39.0	4.59e-17
30	Stromal cells	Endothelial	Endothelial	MMP23B	-0.26	1.0	4.65e-17
30	Stromal cells	Endothelial	Endothelial	TRAT1	-0.31	0.0	5.18e-17
30	Stromal cells	Endothelial	Endothelial	TCF21	-0.3	0.3	6.64e-17
30	Stromal cells	Endothelial	Endothelial	CLEC11A	-0.35	9.7	7.09e-17
30	Stromal cells	Endothelial	Endothelial	SYNGR2	-0.48	58.1	7.41e-17
30	Stromal cells	Endothelial	Endothelial	FAM107B	-0.34	17.2	7.66e-17
30	Stromal cells	Endothelial	Endothelial	EIF4A2	-0.28	78.8	1e-16
30	Stromal cells	Endothelial	Endothelial	TNIK	-0.27	3.3	1.12e-16
30	Stromal cells	Endothelial	Endothelial	PTPN6	-0.32	12.9	1.34e-16
30	Stromal cells	Endothelial	Endothelial	CCR6	-0.32	0.0	1.37e-16
30	Stromal cells	Endothelial	Endothelial	TMC8	-0.27	6.7	1.49e-16
30	Stromal cells	Endothelial	Endothelial	EEF2	-0.26	96.0	1.61e-16
30	Stromal cells	Endothelial	Endothelial	DPT	-0.56	0.2	1.77e-16
30	Stromal cells	Endothelial	Endothelial	SH3KBP1	-0.35	21.0	1.91e-16
30	Stromal cells	Endothelial	Endothelial	KLRB1	-0.55	0.0	1.91e-16
30	Stromal cells	Endothelial	Endothelial	TIPARP	-0.3	21.5	2.06e-16
30	Stromal cells	Endothelial	Endothelial	COL1A1	-2.77	10.0	2.12e-16
30	Stromal cells	Endothelial	Endothelial	FBLN1	-1.42	12.9	2.41e-16
30	Stromal cells	Endothelial	Endothelial	ZC3H12A	-0.36	34.1	2.59e-16
30	Stromal cells	Endothelial	Endothelial	ELF1	-0.49	49.4	2.75e-16
30	Stromal cells	Endothelial	Endothelial	SRSF7	-0.45	79.9	2.77e-16
30	Stromal cells	Endothelial	Endothelial	STXBP2	-0.27	17.7	3.26e-16
30	Stromal cells	Endothelial	Endothelial	TSPYL2	-0.41	20.4	3.9e-16
30	Stromal cells	Endothelial	Endothelial	TRIM22	-0.35	26.0	5.94e-16
30	Stromal cells	Endothelial	Endothelial	PDE4DIP	-0.28	11.3	6.71e-16
30	Stromal cells	Endothelial	Endothelial	INHBA	-0.54	3.7	9.11e-16
30	Stromal cells	Endothelial	Endothelial	FGL2	-0.3	2.1	1.02e-15
30	Stromal cells	Endothelial	Endothelial	OXNAD1	-0.3	6.5	1.51e-15
30	Stromal cells	Endothelial	Endothelial	CASP1	-0.32	17.8	1.67e-15
30	Stromal cells	Endothelial	Endothelial	PDGFRA	-0.25	1.6	2.01e-15
30	Stromal cells	Endothelial	Endothelial	CXCL2	-0.31	37.7	3.86e-15
30	Stromal cells	Endothelial	Endothelial	SELK	-0.36	76.9	4.35e-15
30	Stromal cells	Endothelial	Endothelial	COL14A1	-0.32	0.5	4.73e-15
30	Stromal cells	Endothelial	Endothelial	CSK	-0.31	16.9	7.46e-15
30	Stromal cells	Endothelial	Endothelial	SLC9A3R1	-0.32	33.8	7.76e-15
30	Stromal cells	Endothelial	Endothelial	THY1	-0.34	36.9	7.95e-15
30	Stromal cells	Endothelial	Endothelial	DNAJB6	-0.38	71.8	8.82e-15
30	Stromal cells	Endothelial	Endothelial	PODN	-0.27	1.0	9.93e-15
30	Stromal cells	Endothelial	Endothelial	CRISPLD2	-0.29	3.8	1.09e-14
30	Stromal cells	Endothelial	Endothelial	ANKRD12	-0.37	48.6	1.18e-14
30	Stromal cells	Endothelial	Endothelial	MMP1	-0.94	15.8	1.32e-14
30	Stromal cells	Endothelial	Endothelial	MYL9	-0.5	52.5	1.7e-14
30	Stromal cells	Endothelial	Endothelial	CHORDC1	-0.38	39.2	1.75e-14
30	Stromal cells	Endothelial	Endothelial	ARRB2	-0.33	17.5	1.78e-14
30	Stromal cells	Endothelial	Endothelial	IRF1	-0.41	58.6	2.07e-14
30	Stromal cells	Endothelial	Endothelial	MFAP5	-0.79	1.1	2.51e-14
30	Stromal cells	Endothelial	Endothelial	TANK	-0.35	33.1	2.64e-14
30	Stromal cells	Endothelial	Endothelial	SULF1	-0.48	5.9	3.05e-14
30	Stromal cells	Endothelial	Endothelial	GPNMB	-0.46	16.1	3.44e-14
30	Stromal cells	Endothelial	Endothelial	CDC42SE2	-0.35	21.3	4.86e-14
30	Stromal cells	Endothelial	Endothelial	DUSP10	-0.35	15.9	5.42e-14
30	Stromal cells	Endothelial	Endothelial	SCAMP2	-0.26	36.9	5.43e-14
30	Stromal cells	Endothelial	Endothelial	PLTP	-0.55	15.8	5.77e-14
30	Stromal cells	Endothelial	Endothelial	RAB9A	-0.31	25.6	6.65e-14
30	Stromal cells	Endothelial	Endothelial	RHBDD2	-0.39	40.6	9.94e-14
30	Stromal cells	Endothelial	Endothelial	TNF	-0.5	3.8	1.12e-13
30	Stromal cells	Endothelial	Endothelial	OASL	-0.38	9.2	1.38e-13
30	Stromal cells	Endothelial	Endothelial	NINJ1	-0.49	39.0	1.44e-13
30	Stromal cells	Endothelial	Endothelial	TGFBI	-0.34	9.6	1.49e-13
30	Stromal cells	Endothelial	Endothelial	CDC42SE1	-0.27	35.4	1.5e-13
30	Stromal cells	Endothelial	Endothelial	CFD	-2.63	8.6	4.15e-13
30	Stromal cells	Endothelial	Endothelial	ABCA1	-0.27	9.4	4.97e-13
30	Stromal cells	Endothelial	Endothelial	TOB1	-0.32	29.3	6.31e-13
30	Stromal cells	Endothelial	Endothelial	PPP1R2	-0.38	58.8	6.38e-13
30	Stromal cells	Endothelial	Endothelial	CYCS	-0.31	72.8	6.88e-13
30	Stromal cells	Endothelial	Endothelial	IFI30	-0.28	5.9	7.01e-13
30	Stromal cells	Endothelial	Endothelial	MRPS6	-0.38	44.4	7.9e-13
30	Stromal cells	Endothelial	Endothelial	PTPN1	-0.29	32.2	1.33e-12
30	Stromal cells	Endothelial	Endothelial	HPGD	-0.31	1.8	1.58e-12
30	Stromal cells	Endothelial	Endothelial	SNRPN	-0.26	28.2	1.63e-12
30	Stromal cells	Endothelial	Endothelial	PPIF	-0.42	27.9	1.64e-12
30	Stromal cells	Endothelial	Endothelial	CTSC	-0.47	53.2	1.66e-12
30	Stromal cells	Endothelial	Endothelial	GLRX	-0.35	23.2	1.85e-12
30	Stromal cells	Endothelial	Endothelial	HLA-DQA2	-0.45	5.1	2.73e-12
30	Stromal cells	Endothelial	Endothelial	HIST1H1D	0.27	22.0	2.8e-12
30	Stromal cells	Endothelial	Endothelial	BTG3	-0.31	48.9	3.2e-12
30	Stromal cells	Endothelial	Endothelial	RBPJ	-0.38	36.8	3.3e-12
30	Stromal cells	Endothelial	Endothelial	CXCL16	-0.3	12.9	3.55e-12
30	Stromal cells	Endothelial	Endothelial	GPBP1	-0.32	50.5	3.8e-12
30	Stromal cells	Endothelial	Endothelial	IRF7	-0.36	30.4	4.43e-12
30	Stromal cells	Endothelial	Endothelial	HLA-DQB1	-1.02	26.6	4.74e-12
30	Stromal cells	Endothelial	Endothelial	HSPA5	0.26	89.5	7.43e-12
30	Stromal cells	Endothelial	Endothelial	ID2	-0.57	41.7	8.43e-12
30	Stromal cells	Endothelial	Endothelial	AMD1	-0.3	40.1	1.02e-11
30	Stromal cells	Endothelial	Endothelial	DNPH1	-0.34	44.9	1.17e-11
30	Stromal cells	Endothelial	Endothelial	CCDC107	-0.27	29.8	1.39e-11
30	Stromal cells	Endothelial	Endothelial	GBP2	-0.39	32.0	1.59e-11
30	Stromal cells	Endothelial	Endothelial	TNFRSF1B	-0.61	27.9	2.18e-11
