X.Start	End	Type	Subtype	Weight
321881	4774	27297	PPREL	ACTIVATION	1
321884	4774	hsa-miR-223-3p	MGREL	TFMIRNA_INHIBITION	-1
321887	4774	84265	PPREL	ACTIVATION	1
321892	4774	11128	PPREL	ACTIVATION	1
321898	4775	hsa-miR-23a-3p	MGREL	TFMIRNA_ACTIVATION	1
321900	4775	2625	GEREL	EXPRESSION	1
321901	4775	1019	GEREL	EXPRESSION	1
321902	4775	3559	GEREL	EXPRESSION	1
321904	4775	3558	GEREL	EXPRESSION	1
321912	4775	2626	PPREL	BINDING_ASSOCIATION	0
321913	4775	hsa-miR-24-3p	MGREL	TFMIRNA_ACTIVATION	1
321915	4775	2280	PPREL	INHIBITION	-1
321916	4775	hsa-miR-26a-2-3p	MGREL	TFMIRNA_INHIBITION	-1
321917	4775	3567	GEREL	EXPRESSION	1
321918	4775	3566	GEREL	EXPRESSION	1
321919	4775	3565	GEREL	EXPRESSION	1
321921	4775	801	PPREL	BINDING_ASSOCIATION	0
321925	4775	805	PPREL	BINDING_ASSOCIATION	0
321926	4775	3605	GEREL	EXPRESSION	1
321927	4775	hsa-miR-23a-5p	MGREL	TFMIRNA_ACTIVATION	1
321928	4775	808	PPREL	BINDING_ASSOCIATION	0
321932	4775	59067	GEREL	EXPRESSION	1
321933	4775	1437	GEREL	EXPRESSION	1
321935	4775	hsa-miR-26a-1-3p	MGREL	TFMIRNA_INHIBITION	-1
321936	4775	3458	GEREL	EXPRESSION	1
321944	4775	50616	GEREL	EXPRESSION	1
321947	4775	3596	GEREL	EXPRESSION	1
321948	4775	3595	GEREL	EXPRESSION	1
321950	4775	3594	GEREL	EXPRESSION	1
321953	4775	3586	GEREL	EXPRESSION	1
321955	4775	4879	GEREL	EXPRESSION	1
321959	4776	3558	GEREL	EXPRESSION	1
321961	4776	3586	GEREL	EXPRESSION	1
321972	4776	4879	GEREL	EXPRESSION	1
321974	4776	2626	PPREL	BINDING_ASSOCIATION	0
321984	4778	23764	PPREL	BINDING_ASSOCIATION	0
321993	4790	hsa-miR-136-5p	MGREL	TFMIRNA_ACTIVATION	1
321995	4790	hsa-miR-30c-5p	MGREL	TFMIRNA_ACTIVATION	1
322006	4790	hsa-miR-219a-1-3p	MGREL	TFMIRNA_INHIBITION	-1
322010	4790	4843	GEREL	EXPRESSION	1
322016	4790	hsa-miR-24-3p	MGREL	TFMIRNA_INHIBITION	-1
322019	4790	hsa-miR-449c-3p	MGREL	TFMIRNA_ACTIVATION	1
322022	4790	hsa-miR-29c-5p	MGREL	TFMIRNA_INHIBITION	-1
322023	4790	23291	PPREL	BINDING_ASSOCIATION	0
322030	4790	hsa-miR-301a-5p	MGREL	TFMIRNA_ACTIVATION	1
322031	4790	hsa-miR-136-3p	MGREL	TFMIRNA_ACTIVATION	1
322038	4790	3552	PPREL	ACTIVATION	1
322040	4790	hsa-miR-150-3p	MGREL	TFMIRNA_ACTIVATION	1
322043	4790	820	PPREL	ACTIVATION	1
322046	4790	hsa-miR-210-3p	MGREL	TFMIRNA_ACTIVATION	1
322050	4790	4772	GEREL	EXPRESSION	1
322052	4790	3442	GEREL	EXPRESSION	1
322053	4790	3442	PPREL	ACTIVATION	1
322055	4790	3441	GEREL	EXPRESSION	1
322056	4790	3441	PPREL	ACTIVATION	1
322057	4790	3440	GEREL	EXPRESSION	1
322058	4790	3440	PPREL	ACTIVATION	1
322062	4790	1019	GEREL	EXPRESSION	1
322063	4790	3439	GEREL	EXPRESSION	1
322064	4790	3439	PPREL	ACTIVATION	1
322065	4790	3559	GEREL	EXPRESSION	1
322066	4790	3558	GEREL	EXPRESSION	1
322071	4790	3553	PPREL	ACTIVATION	1
322072	4790	3553	GEREL	EXPRESSION	1
322079	4790	3452	GEREL	EXPRESSION	1
322080	4790	3452	PPREL	ACTIVATION	1
322081	4790	3451	GEREL	EXPRESSION	1
322082	4790	3451	PPREL	ACTIVATION	1
322083	4790	hsa-miR-150-5p	MGREL	TFMIRNA_ACTIVATION	1
322086	4790	3449	GEREL	EXPRESSION	1
322087	4790	3449	PPREL	ACTIVATION	1
322088	4790	3569	PPREL	ACTIVATION	1
322089	4790	3569	GEREL	EXPRESSION	1
322090	4790	3569	GEREL	REPRESSION	1
322091	4790	3448	GEREL	EXPRESSION	1
322092	4790	3448	PPREL	ACTIVATION	1
322093	4790	3447	GEREL	EXPRESSION	1
322094	4790	3447	PPREL	ACTIVATION	1
322097	4790	3567	GEREL	EXPRESSION	1
322098	4790	3446	GEREL	EXPRESSION	1
322099	4790	3446	PPREL	ACTIVATION	1
322100	4790	3566	GEREL	EXPRESSION	1
322101	4790	3445	GEREL	EXPRESSION	1
322102	4790	3445	PPREL	ACTIVATION	1
322103	4790	1387	PPREL	BINDING_ASSOCIATION	0
322104	4790	3565	GEREL	EXPRESSION	1
322105	4790	3444	GEREL	EXPRESSION	1
322106	4790	3444	PPREL	ACTIVATION	1
322107	4790	3443	GEREL	EXPRESSION	1
322108	4790	3443	PPREL	ACTIVATION	1
322109	4790	2919	PPREL	ACTIVATION	1
322110	4790	2919	GEREL	EXPRESSION	1
322113	4790	4791	GEREL	EXPRESSION	1
322114	4790	4792	GEREL	EXPRESSION	1
322115	4790	4793	PPREL	DISSOCIATION	0
322116	4790	hsa-miR-210-5p	MGREL	TFMIRNA_ACTIVATION	1
322117	4790	4794	PPREL	DISSOCIATION	0
322124	4790	2921	PPREL	ACTIVATION	1
322125	4790	2921	GEREL	EXPRESSION	1
322127	4790	2920	PPREL	ACTIVATION	1
322128	4790	2920	GEREL	EXPRESSION	1
322129	4790	3458	GEREL	EXPRESSION	1
322130	4790	3456	GEREL	EXPRESSION	1
322131	4790	3456	PPREL	ACTIVATION	1
322132	4790	3576	GEREL	EXPRESSION	1
322133	4790	3576	PPREL	ACTIVATION	1
322136	4790	hsa-miR-449c-5p	MGREL	TFMIRNA_ACTIVATION	1
322137	4790	hsa-miR-100-5p	MGREL	TFMIRNA_ACTIVATION	1
322138	4790	6500	PPREL	BINDING_ASSOCIATION	0
322140	4790	3596	GEREL	EXPRESSION	1
322141	4790	3595	GEREL	EXPRESSION	1
322142	4790	3594	GEREL	EXPRESSION	1
322143	4790	3593	GEREL	EXPRESSION	0
322144	4790	3593	GEREL	REPRESSION	0
322145	4790	1051	PPREL	BINDING_ASSOCIATION	0
322146	4790	3592	GEREL	EXPRESSION	0
322147	4790	3592	GEREL	REPRESSION	0
322148	4790	3467	GEREL	EXPRESSION	1
322149	4790	3586	GEREL	EXPRESSION	1
322165	4790	hsa-miR-127-5p	MGREL	TFMIRNA_ACTIVATION	1
322168	4790	hsa-miR-425-5p	MGREL	TFMIRNA_ACTIVATION	1
322169	4790	hsa-miR-100-3p	MGREL	TFMIRNA_ACTIVATION	1
322173	4790	hsa-miR-125b-5p	MGREL	TFMIRNA_ACTIVATION	1
322174	4790	hsa-miR-29a-3p	MGREL	TFMIRNA_INHIBITION	-1
322176	4790	2277	GEREL	EXPRESSION	1
322177	4790	hsa-miR-148a-5p	MGREL	TFMIRNA_ACTIVATION	1
322192	4790	hsa-miR-425-3p	MGREL	TFMIRNA_ACTIVATION	1
322194	4790	3934	GEREL	EXPRESSION	1
322195	4790	hsa-miR-127-3p	MGREL	TFMIRNA_ACTIVATION	1
322202	4790	hsa-miR-29a-5p	MGREL	TFMIRNA_INHIBITION	-1
322208	4790	1647	GEREL	EXPRESSION	1
322209	4790	hsa-miR-301a-3p	MGREL	TFMIRNA_ACTIVATION	1
322210	4790	1660	PPREL	ACTIVATION	1
322211	4790	hsa-miR-9-3p	MGREL	TFMIRNA_ACTIVATION	1
322213	4790	4804	PPREL	BINDING_ASSOCIATION	0
322214	4790	2625	GEREL	EXPRESSION	1
322216	4790	hsa-miR-29b-3p	MGREL	TFMIRNA_INHIBITION	-1
322222	4790	727897	GEREL	EXPRESSION	1
322223	4790	hsa-miR-4485-5p	MGREL	TFMIRNA_INHIBITION	-1
322224	4790	hsa-miR-30b-5p	MGREL	TFMIRNA_INHIBITION	-1
322225	4790	414062	GEREL	EXPRESSION	1
322229	4790	3606	PPREL	ACTIVATION	1
322235	4790	1440	GEREL	EXPRESSION	1
322237	4790	hsa-miR-9-5p	MGREL	TFMIRNA_ACTIVATION	1
322239	4790	1437	GEREL	EXPRESSION	1
322244	4790	1673	GEREL	EXPRESSION	1
322245	4790	hsa-miR-148a-3p	MGREL	TFMIRNA_ACTIVATION	1
322248	4790	hsa-miR-4485-3p	MGREL	TFMIRNA_INHIBITION	-1
322250	4790	1326	PPREL	INHIBITION	0
322251	4790	1326	PPREL	ACTIVATION	0
322252	4790	hsa-miR-30b-3p	MGREL	TFMIRNA_INHIBITION	-1
322254	4790	3627	GEREL	EXPRESSION	1
322259	4791	4792	PPREL	BINDING_ASSOCIATION	0
322263	4791	4772	GEREL	EXPRESSION	1
322264	4791	1660	PPREL	ACTIVATION	1
322271	4791	3456	GEREL	EXPRESSION	1
322273	4791	3553	PPREL	ACTIVATION	1
322285	4791	6500	PPREL	BINDING_ASSOCIATION	0
322287	4791	3552	PPREL	ACTIVATION	1
322289	4791	23291	PPREL	BINDING_ASSOCIATION	0
322291	4791	1147	PPREL	BINDING_ASSOCIATION	0
322292	4791	hsa-miR-221-3p	MGREL	TFMIRNA_ACTIVATION	1
322294	4791	hsa-miR-221-5p	MGREL	TFMIRNA_ACTIVATION	1
322296	4791	3606	PPREL	ACTIVATION	1
322313	4792	10213	PPREL	ACTIVATION	1
322316	4792	23291	PPREL	BINDING_ASSOCIATION	0
322324	4792	4790	PPREL	ACTIVATION	0
322325	4792	4790	PPREL	INHIBITION	0
322337	4792	10197	PPREL	ACTIVATION	1
322355	4792	6500	PPREL	BINDING_ASSOCIATION	0
322357	4792	23198	PPREL	ACTIVATION	1
322377	4793	10213	PPREL	ACTIVATION	1
322380	4793	23291	PPREL	BINDING_ASSOCIATION	0
322388	4793	4790	PPREL	ACTIVATION	1
322389	4793	4791	PPREL	BINDING_ASSOCIATION	0
322402	4793	10197	PPREL	ACTIVATION	1
322417	4793	6500	PPREL	BINDING_ASSOCIATION	0
322419	4793	23198	PPREL	ACTIVATION	1
322431	4794	10213	PPREL	ACTIVATION	1
322434	4794	23291	PPREL	BINDING_ASSOCIATION	0
322442	4794	4790	PPREL	ACTIVATION	1
322454	4794	10197	PPREL	ACTIVATION	1
322470	4794	6500	PPREL	BINDING_ASSOCIATION	0
322472	4794	23198	PPREL	ACTIVATION	1
322482	2132	10082	PPREL	ACTIVATION	1
322485	2132	2262	PPREL	ACTIVATION	1
322488	2132	2239	PPREL	ACTIVATION	1
322490	2132	375790	PPREL	ACTIVATION	1
322491	2132	2719	PPREL	ACTIVATION	1
322492	2132	2817	PPREL	ACTIVATION	1
322501	2131	10082	PPREL	ACTIVATION	1
322504	2131	2132	PPREL	BINDING_ASSOCIATION	0
322505	2131	2262	PPREL	ACTIVATION	1
322508	2131	2239	PPREL	ACTIVATION	1
322510	2131	375790	PPREL	ACTIVATION	1
322511	2131	2719	PPREL	ACTIVATION	1
322512	2131	2817	PPREL	ACTIVATION	1
322515	3460	3716	PPREL	ACTIVATION	1
322516	3460	4790	PPREL	ACTIVATION	1
322517	3460	3717	PPREL	ACTIVATION	1
322518	3460	3718	PPREL	ACTIVATION	1
322531	3459	4790	PPREL	ACTIVATION	1
322537	3459	3460	PPREL	BINDING_ASSOCIATION	0
322538	3459	3716	PPREL	ACTIVATION	1
322539	3459	3717	PPREL	ACTIVATION	1
322540	3459	3718	PPREL	ACTIVATION	1
322547	3458	3460	PPREL	ACTIVATION	1
322551	3458	3716	PPREL	ACTIVATION	1
322552	3458	3459	PPREL	ACTIVATION	1
322554	3458	3717	PPREL	ACTIVATION	1
322555	3458	3455	PPREL	ACTIVATION	1
322556	3458	3454	PPREL	ACTIVATION	1
322560	3458	10197	PPREL	ACTIVATION	1
322568	3456	3563	PPREL	ACTIVATION	1
322570	3456	3561	PPREL	ACTIVATION	1
322572	3456	3560	PPREL	ACTIVATION	1
322573	3456	3460	PPREL	ACTIVATION	1
322574	3456	2690	PPREL	ACTIVATION	1
322576	3456	3716	PPREL	INHIBITION	0
322577	3456	3716	PPREL	ACTIVATION	0
322578	3456	3559	PPREL	ACTIVATION	1
322579	3456	3459	PPREL	ACTIVATION	1
322580	3456	3717	PPREL	ACTIVATION	1
322581	3456	3718	PPREL	ACTIVATION	1
322582	3456	3455	PPREL	INHIBITION	0
322583	3456	3455	PPREL	ACTIVATION	0
322584	3456	3454	PPREL	ACTIVATION	1
322585	3456	3575	PPREL	ACTIVATION	1
322590	3456	3570	PPREL	ACTIVATION	1
322592	3456	3588	PPREL	ACTIVATION	1
322593	3456	3566	PPREL	ACTIVATION	1
322594	3456	1441	PPREL	ACTIVATION	1
322605	2125	1041	PPREL	BINDING_ASSOCIATION	0
322610	2125	84648	PPREL	BINDING_ASSOCIATION	0
322612	2125	1475	PPREL	BINDING_ASSOCIATION	0
322619	2125	3713	PPREL	BINDING_ASSOCIATION	0
322641	3455	3442	PPREL	INHIBITION	0
322642	3455	3442	PPREL	ACTIVATION	0
322643	3455	3441	PPREL	INHIBITION	0
322644	3455	3441	PPREL	ACTIVATION	0
322646	3455	3440	PPREL	INHIBITION	0
322647	3455	3440	PPREL	ACTIVATION	0
322648	3455	3439	PPREL	INHIBITION	0
322649	3455	3439	PPREL	ACTIVATION	0
322650	3455	3716	PPREL	ACTIVATION	1
322651	3455	3717	PPREL	ACTIVATION	1
322652	3455	3718	PPREL	ACTIVATION	1
322653	3455	3456	PPREL	INHIBITION	0
322654	3455	3456	PPREL	ACTIVATION	0
322655	3455	3454	PPREL	BINDING_ASSOCIATION	0
322660	3455	11274	PPREL	BINDING_ASSOCIATION	0
322661	3455	3452	PPREL	INHIBITION	0
322662	3455	3452	PPREL	ACTIVATION	0
322663	3455	3451	PPREL	INHIBITION	0
322664	3455	3451	PPREL	ACTIVATION	0
322665	3455	3449	PPREL	INHIBITION	0
322666	3455	3449	PPREL	ACTIVATION	0
322667	3455	3448	PPREL	INHIBITION	0
322668	3455	3448	PPREL	ACTIVATION	0
322669	3455	3447	PPREL	INHIBITION	0
322670	3455	3447	PPREL	ACTIVATION	0
322671	3455	3446	PPREL	INHIBITION	0
322672	3455	3446	PPREL	ACTIVATION	0
322673	3455	3445	PPREL	INHIBITION	0
322674	3455	3445	PPREL	ACTIVATION	0
322675	3455	3444	PPREL	INHIBITION	0
322676	3455	3444	PPREL	ACTIVATION	0
322677	3455	3443	PPREL	INHIBITION	0
322678	3455	3443	PPREL	ACTIVATION	0
322684	3454	3442	PPREL	INHIBITION	-1
322685	3454	3452	PPREL	INHIBITION	-1
322686	3454	3441	PPREL	INHIBITION	-1
322688	3454	3440	PPREL	INHIBITION	-1
322689	3454	3451	PPREL	INHIBITION	-1
322690	3454	3439	PPREL	INHIBITION	-1
322691	3454	3449	PPREL	INHIBITION	-1
322692	3454	3716	PPREL	INHIBITION	0
322693	3454	3716	PPREL	ACTIVATION	0
322694	3454	3448	PPREL	INHIBITION	-1
322695	3454	3717	PPREL	ACTIVATION	1
322696	3454	3447	PPREL	INHIBITION	-1
322697	3454	3718	PPREL	ACTIVATION	1
322698	3454	3446	PPREL	INHIBITION	-1
322699	3454	3456	PPREL	INHIBITION	-1
322700	3454	3445	PPREL	INHIBITION	-1
322701	3454	3444	PPREL	INHIBITION	-1
322702	3454	3455	PPREL	INHIBITION	-1
322703	3454	3443	PPREL	INHIBITION	-1
322707	255919	23175	PPREL	ACTIVATION	1
322709	255919	23399	PPREL	BINDING_ASSOCIATION	0
322710	255919	64900	PPREL	ACTIVATION	1
322718	2140	128312	PPREL	ACTIVATION	1
322724	2140	102724334	PPREL	ACTIVATION	1
322727	2140	85236	PPREL	ACTIVATION	1
322731	2140	10111	PPREL	ACTIVATION	1
322752	2140	10524	PPREL	ACTIVATION	1
322755	2140	121504	PPREL	ACTIVATION	1
322763	2139	128312	PPREL	ACTIVATION	1
322769	2139	102724334	PPREL	ACTIVATION	1
322772	2139	85236	PPREL	ACTIVATION	1
322776	2139	10111	PPREL	ACTIVATION	1
322797	2139	10524	PPREL	ACTIVATION	1
322800	2139	121504	PPREL	ACTIVATION	1
322804	2138	128312	PPREL	ACTIVATION	1
322810	2138	102724334	PPREL	ACTIVATION	1
322813	2138	85236	PPREL	ACTIVATION	1
322817	2138	10111	PPREL	ACTIVATION	1
322838	2138	10524	PPREL	ACTIVATION	1
322841	2138	121504	PPREL	ACTIVATION	1
322848	3467	3716	PPREL	ACTIVATION	1
322850	3467	3588	PPREL	ACTIVATION	1
322851	3467	3455	PPREL	ACTIVATION	1
322852	3467	3454	PPREL	ACTIVATION	1
322861	4798	54891	PPREL	BINDING_ASSOCIATION	0
322864	4798	50813	PPREL	ACTIVATION	1
322869	4798	1643	PPREL	ACTIVATION	1
322872	4798	1642	PPREL	ACTIVATION	1
322873	4798	1069	PPREL	ACTIVATION	1
322874	4798	2873	PPREL	ACTIVATION	1
322876	4798	60	PPREL	BINDING_ASSOCIATION	0
322880	4798	10445	PPREL	BINDING_ASSOCIATION	0
322883	2155	2159	PPREL	ACTIVATION	1
322884	2155	2158	PPREL	ACTIVATION	1
322889	3486	3479	PPREL	INHIBITION	-1
322891	3486	3483	PPREL	BINDING_ASSOCIATION	0
322900	2153	2147	PPREL	INHIBITION	0
322901	2153	2147	PPREL	ACTIVATION	0
322904	2153	11196	PPREL	BINDING_ASSOCIATION	0
322906	2153	126003	PPREL	BINDING_ASSOCIATION	0
322909	2153	26984	PPREL	BINDING_ASSOCIATION	0
322913	2153	51693	PPREL	BINDING_ASSOCIATION	0
322915	2153	2157	PPREL	ACTIVATION	1
322924	2152	2159	PPREL	ACTIVATION	1
322925	2152	2159	PCREL	ACTIVATION	1
322926	2152	2158	PPREL	ACTIVATION	1
322927	2152	2155	PPREL	BINDING_ASSOCIATION	0
322929	2151	2793	PPREL	ACTIVATION	1
322930	2151	2792	PPREL	ACTIVATION	1
322931	2151	2791	PPREL	ACTIVATION	1
322932	2151	2790	PPREL	ACTIVATION	1
322933	2151	2768	PPREL	ACTIVATION	1
322934	2151	2767	PPREL	ACTIVATION	1
322936	2151	2788	PPREL	ACTIVATION	1
322937	2151	2787	PPREL	ACTIVATION	1
322938	2151	2786	PPREL	ACTIVATION	1
322939	2151	2147	PPREL	BINDING_ASSOCIATION	0
322940	2151	2785	PPREL	ACTIVATION	1
322941	2151	59345	PPREL	ACTIVATION	1
322942	2151	2784	PPREL	ACTIVATION	1
322943	2151	2783	PPREL	ACTIVATION	1
322944	2151	51764	PPREL	ACTIVATION	1
322946	2151	2769	PPREL	ACTIVATION	1
322949	2151	2782	PPREL	ACTIVATION	1
322952	2151	2776	PPREL	ACTIVATION	1
322965	3482	23149	PPREL	BINDING_ASSOCIATION	0
322972	3482	29763	PPREL	BINDING_ASSOCIATION	0
322982	3482	11252	PPREL	BINDING_ASSOCIATION	0
322985	3482	2580	PPREL	BINDING_ASSOCIATION	0
322986	3482	115548	PPREL	BINDING_ASSOCIATION	0
322987	3482	25977	PPREL	BINDING_ASSOCIATION	0
322989	3482	54885	PPREL	BINDING_ASSOCIATION	0
322991	3482	10244	PPREL	BINDING_ASSOCIATION	0
322996	3482	84251	PPREL	BINDING_ASSOCIATION	0
322997	2150	2793	PPREL	BINDING_ASSOCIATION	0
322998	2150	2792	PPREL	BINDING_ASSOCIATION	0
322999	2150	2791	PPREL	BINDING_ASSOCIATION	0
323000	2150	2790	PPREL	BINDING_ASSOCIATION	0
323001	2150	2767	PPREL	BINDING_ASSOCIATION	0
323003	2150	2788	PPREL	BINDING_ASSOCIATION	0
323004	2150	2787	PPREL	BINDING_ASSOCIATION	0
323005	2150	2786	PPREL	BINDING_ASSOCIATION	0
323006	2150	2147	PPREL	BINDING_ASSOCIATION	0
323007	2150	2785	PPREL	BINDING_ASSOCIATION	0
323008	2150	59345	PPREL	BINDING_ASSOCIATION	0
323009	2150	2784	PPREL	BINDING_ASSOCIATION	0
323010	2150	2783	PPREL	BINDING_ASSOCIATION	0
323011	2150	51764	PPREL	BINDING_ASSOCIATION	0
323012	2150	2769	PPREL	BINDING_ASSOCIATION	0
323015	2150	2782	PPREL	BINDING_ASSOCIATION	0
323018	2150	2776	PPREL	ACTIVATION	1
323024	3481	3486	PPREL	BINDING_ASSOCIATION	0
323025	3481	3485	PPREL	BINDING_ASSOCIATION	0
323026	3481	3484	PPREL	BINDING_ASSOCIATION	0
323027	3481	3483	PPREL	BINDING_ASSOCIATION	0
323029	3481	3480	PPREL	ACTIVATION	1
323030	3481	4804	PPREL	ACTIVATION	1
323031	3481	1436	PPREL	ACTIVATION	1
323032	3481	3815	PPREL	ACTIVATION	1
323033	3481	2324	PPREL	ACTIVATION	1
323034	3481	2322	PPREL	ACTIVATION	1
323035	3481	2321	PPREL	ACTIVATION	1
323036	3481	5159	PPREL	ACTIVATION	1
323040	3481	3791	PPREL	ACTIVATION	1
323042	3481	2264	PPREL	ACTIVATION	1
323044	3481	2263	PPREL	ACTIVATION	1
323047	3481	2261	PPREL	ACTIVATION	1
323048	3481	2260	PPREL	ACTIVATION	1
323049	3481	4914	PPREL	ACTIVATION	1
323050	3481	4915	PPREL	ACTIVATION	1
323051	3481	3489	PPREL	BINDING_ASSOCIATION	0
323052	3481	3488	PPREL	BINDING_ASSOCIATION	0
323053	3481	3487	PPREL	BINDING_ASSOCIATION	0
323054	3481	3643	PPREL	ACTIVATION	1
323056	3480	4893	PPREL	ACTIVATION	1
323057	3480	2771	PPREL	ACTIVATION	1
323058	3480	2770	PPREL	ACTIVATION	1
323061	3480	2768	PPREL	ACTIVATION	1
323062	3480	2885	PPREL	ACTIVATION	1
323063	3480	1499	PPREL	INHIBITION	-1
323064	3480	1399	PPREL	ACTIVATION	1
323065	3480	1398	PPREL	ACTIVATION	1
323074	3480	25759	PPREL	ACTIVATION	1
323081	3480	2781	PPREL	ACTIVATION	1
323083	3480	23236	PPREL	ACTIVATION	1
323086	3480	2778	PPREL	ACTIVATION	1
323087	3480	2775	PPREL	ACTIVATION	1
323088	3480	2773	PPREL	ACTIVATION	1
323092	3480	3667	PPREL	ACTIVATION	1
323096	3480	3845	PPREL	ACTIVATION	1
323104	2149	2793	PPREL	BINDING_ASSOCIATION	0
323105	2149	2792	PPREL	BINDING_ASSOCIATION	0
323106	2149	2791	PPREL	BINDING_ASSOCIATION	0
323107	2149	2790	PPREL	BINDING_ASSOCIATION	0
323108	2149	2768	PPREL	ACTIVATION	1
323109	2149	2767	PPREL	ACTIVATION	1
323111	2149	2788	PPREL	BINDING_ASSOCIATION	0
323112	2149	2787	PPREL	BINDING_ASSOCIATION	0
323113	2149	146850	PPREL	ACTIVATION	1
323114	2149	2786	PPREL	BINDING_ASSOCIATION	0
323115	2149	2147	PPREL	BINDING_ASSOCIATION	0
323116	2149	2785	PPREL	BINDING_ASSOCIATION	0
323117	2149	59345	PPREL	BINDING_ASSOCIATION	0
323118	2149	2784	PPREL	BINDING_ASSOCIATION	0
323119	2149	2783	PPREL	BINDING_ASSOCIATION	0
323120	2149	51764	PPREL	BINDING_ASSOCIATION	0
323122	2149	2769	PPREL	ACTIVATION	1
323131	2149	2782	PPREL	BINDING_ASSOCIATION	0
323133	2149	23236	PPREL	ACTIVATION	1
323134	2149	23533	PPREL	ACTIVATION	1
323135	2149	2778	PPREL	ACTIVATION	1
323137	2149	2776	PPREL	ACTIVATION	1
323149	203068	23322	PPREL	BINDING_ASSOCIATION	0
323153	203068	1778	PPREL	BINDING_ASSOCIATION	0
323157	203068	4926	PPREL	BINDING_ASSOCIATION	0
323161	203068	85378	PPREL	BINDING_ASSOCIATION	0
323162	203068	11190	PPREL	BINDING_ASSOCIATION	0
323164	203068	261734	PPREL	BINDING_ASSOCIATION	0
323165	203068	10426	PPREL	BINDING_ASSOCIATION	0
323184	203068	4867	PPREL	BINDING_ASSOCIATION	0
323186	203068	728642	PPREL	BINDING_ASSOCIATION	0
323191	203068	440145	PPREL	BINDING_ASSOCIATION	0
323199	203068	85302	PPREL	BINDING_ASSOCIATION	0
323206	3479	51738	PPREL	ACTIVATION	1
323208	3479	3486	PPREL	BINDING_ASSOCIATION	0
323209	3479	3485	PPREL	BINDING_ASSOCIATION	0
323210	3479	3484	PPREL	BINDING_ASSOCIATION	0
323211	3479	3483	PPREL	BINDING_ASSOCIATION	0
323213	3479	3480	PPREL	ACTIVATION	1
323214	3479	4804	PPREL	ACTIVATION	1
323215	3479	1436	PPREL	ACTIVATION	1
323216	3479	3815	PPREL	ACTIVATION	1
323217	3479	2324	PPREL	ACTIVATION	1
323218	3479	2322	PPREL	ACTIVATION	1
323219	3479	2321	PPREL	ACTIVATION	1
323220	3479	5159	PPREL	ACTIVATION	1
323224	3479	3791	PPREL	ACTIVATION	1
323226	3479	2264	PPREL	ACTIVATION	1
323228	3479	2263	PPREL	ACTIVATION	1
323231	3479	2261	PPREL	ACTIVATION	1
323232	3479	2260	PPREL	ACTIVATION	1
323233	3479	4914	PPREL	ACTIVATION	1
323235	3479	4915	PPREL	ACTIVATION	1
323236	3479	3489	PPREL	BINDING_ASSOCIATION	0
323237	3479	3488	PPREL	BINDING_ASSOCIATION	0
323238	3479	3487	PPREL	BINDING_ASSOCIATION	0
323239	3479	3643	PPREL	ACTIVATION	1
323241	2147	2793	PPREL	BINDING_ASSOCIATION	0
323242	2147	3486	PPREL	ACTIVATION	1
323243	2147	2792	PPREL	BINDING_ASSOCIATION	0
323244	2147	2791	PPREL	BINDING_ASSOCIATION	0
323245	2147	2153	PPREL	INHIBITION	0
323246	2147	2153	PPREL	ACTIVATION	0
323247	2147	2790	PPREL	BINDING_ASSOCIATION	0
323248	2147	3483	PPREL	ACTIVATION	1
323249	2147	23566	PPREL	ACTIVATION	1
323250	2147	2151	PPREL	ACTIVATION	1
323251	2147	2150	PPREL	ACTIVATION	1
323252	2147	3481	PPREL	ACTIVATION	1
323254	2147	2788	PPREL	BINDING_ASSOCIATION	0
323256	2147	2149	PPREL	ACTIVATION	1
323258	2147	2787	PPREL	BINDING_ASSOCIATION	0
323261	2147	2786	PPREL	BINDING_ASSOCIATION	0
323262	2147	3479	PPREL	ACTIVATION	1
323263	2147	2785	PPREL	BINDING_ASSOCIATION	0
323264	2147	hsa-miR-222-5p	MGREL	TFMIRNA_ACTIVATION	1
323265	2147	2784	PPREL	BINDING_ASSOCIATION	0
323266	2147	2783	PPREL	BINDING_ASSOCIATION	0
323267	2147	2266	PPREL	INHIBITION	0
323268	2147	2266	PPREL	ACTIVATION	0
323269	2147	51764	PPREL	BINDING_ASSOCIATION	0
323275	2147	2243	PPREL	INHIBITION	0
323276	2147	2243	PPREL	ACTIVATION	0
323277	2147	2165	PPREL	INHIBITION	0
323278	2147	2165	PPREL	ACTIVATION	0
323280	2147	2162	PPREL	INHIBITION	0
323281	2147	2162	PPREL	ACTIVATION	0
323282	2147	2160	PPREL	INHIBITION	0
323283	2147	2160	PPREL	ACTIVATION	0
323284	2147	2911	PPREL	ACTIVATION	1
323287	2147	2157	PPREL	INHIBITION	0
323288	2147	2157	PPREL	ACTIVATION	0
323289	2147	2918	PPREL	ACTIVATION	1
323290	2147	2917	PPREL	ACTIVATION	1
323291	2147	2916	PPREL	ACTIVATION	1
323294	2147	2915	PPREL	ACTIVATION	1
323296	2147	2914	PPREL	ACTIVATION	1
323297	2147	2913	PPREL	ACTIVATION	1
323298	2147	2912	PPREL	ACTIVATION	1
323299	2147	10544	PPREL	ACTIVATION	1
323302	2147	2767	PPREL	BINDING_ASSOCIATION	0
323304	2147	3579	PPREL	ACTIVATION	1
323305	2147	hsa-miR-222-3p	MGREL	TFMIRNA_ACTIVATION	1
323306	2147	3577	PPREL	ACTIVATION	1
