X.Start	End	Type	Subtype	Weight
25071	11325	11066	PPREL	BINDING_ASSOCIATION	0
25072	11325	10450	PPREL	BINDING_ASSOCIATION	0
25074	11325	51645	PPREL	BINDING_ASSOCIATION	0
25080	11325	23658	PPREL	BINDING_ASSOCIATION	0
25081	11325	11193	PPREL	BINDING_ASSOCIATION	0
25082	11325	10262	PPREL	BINDING_ASSOCIATION	0
25084	11325	24148	PPREL	BINDING_ASSOCIATION	0
25086	11325	51690	PPREL	BINDING_ASSOCIATION	0
25087	11325	51692	PPREL	BINDING_ASSOCIATION	0
25088	11325	51691	PPREL	BINDING_ASSOCIATION	0
25092	11325	23451	PPREL	BINDING_ASSOCIATION	0
25093	11325	54883	PPREL	BINDING_ASSOCIATION	0
25094	11325	24144	PPREL	ACTIVATION	1
25097	11325	11157	PPREL	BINDING_ASSOCIATION	0
25101	11325	10465	PPREL	BINDING_ASSOCIATION	0
25103	11325	25804	PPREL	BINDING_ASSOCIATION	0
25107	11325	1479	PPREL	BINDING_ASSOCIATION	0
25109	11325	1478	PPREL	BINDING_ASSOCIATION	0
25112	11325	1477	PPREL	BINDING_ASSOCIATION	0
25114	11325	23020	PPREL	BINDING_ASSOCIATION	0
25116	11325	85313	PPREL	BINDING_ASSOCIATION	0
25122	11325	23517	PPREL	ACTIVATION	1
25123	11325	10081	PPREL	BINDING_ASSOCIATION	0
25125	11325	11051	PPREL	BINDING_ASSOCIATION	0
25127	11325	10283	PPREL	BINDING_ASSOCIATION	0
25129	11325	23398	PPREL	BINDING_ASSOCIATION	0
25139	11325	11017	PPREL	BINDING_ASSOCIATION	0
25141	84290	11131	PPREL	BINDING_ASSOCIATION	0
25147	84290	23473	PPREL	BINDING_ASSOCIATION	0
25148	84290	11132	PPREL	BINDING_ASSOCIATION	0
25149	84290	824	PPREL	BINDING_ASSOCIATION	0
25151	84290	825	PPREL	BINDING_ASSOCIATION	0
25152	84290	827	PPREL	BINDING_ASSOCIATION	0
25160	23318	26986	PPREL	ACTIVATION	1
25175	23310	128312	PPREL	ACTIVATION	1
25199	23310	121504	PPREL	ACTIVATION	1
25215	23310	102724334	PPREL	ACTIVATION	1
25218	23310	85236	PPREL	ACTIVATION	1
25257	25978	10376	PPREL	ACTIVATION	1
25258	25978	10013	PPREL	ACTIVATION	1
25259	25978	11345	PPREL	ACTIVATION	1
25260	25978	51807	PPREL	ACTIVATION	1
25263	25978	10381	PPREL	ACTIVATION	1
25264	25978	10383	PPREL	ACTIVATION	1
25265	25978	10382	PPREL	ACTIVATION	1
25271	25978	1068	PPREL	ACTIVATION	1
25272	25978	84557	PPREL	ACTIVATION	1
25273	25978	7846	PPREL	ACTIVATION	1
25276	25978	10226	PPREL	ACTIVATION	1
25277	25978	11315	PPREL	ACTIVATION	1
25279	25978	1080	PPREL	ACTIVATION	1
25282	25978	84617	PPREL	ACTIVATION	1
25289	25978	347733	PPREL	ACTIVATION	1
25295	25978	200014	PPREL	ACTIVATION	1
25297	25978	23710	PPREL	ACTIVATION	1
25302	25978	347688	PPREL	ACTIVATION	1
25303	25978	11337	PPREL	ACTIVATION	1
25314	25977	23208	PPREL	BINDING_ASSOCIATION	0
25330	25977	115548	PPREL	BINDING_ASSOCIATION	0
25332	25977	54885	PPREL	BINDING_ASSOCIATION	0
25336	25977	11037	PPREL	BINDING_ASSOCIATION	0
25340	25977	6572	PPREL	BINDING_ASSOCIATION	0
25342	25977	286749	PPREL	BINDING_ASSOCIATION	0
25343	25977	23149	PPREL	BINDING_ASSOCIATION	0
25349	25977	85439	PPREL	BINDING_ASSOCIATION	0
25351	25977	29763	PPREL	BINDING_ASSOCIATION	0
25352	25977	3575	PPREL	BINDING_ASSOCIATION	0
25361	25977	11252	PPREL	BINDING_ASSOCIATION	0
25363	25977	2580	PPREL	BINDING_ASSOCIATION	0
25365	25977	1601	PPREL	BINDING_ASSOCIATION	0
25366	25977	3949	PPREL	BINDING_ASSOCIATION	0
25372	25977	84251	PPREL	BINDING_ASSOCIATION	0
25396	11338	84324	PPREL	BINDING_ASSOCIATION	0
25397	11338	23283	PPREL	BINDING_ASSOCIATION	0
25399	11338	51645	PPREL	BINDING_ASSOCIATION	0
25400	11338	84321	PPREL	BINDING_ASSOCIATION	0
25405	11338	11193	PPREL	BINDING_ASSOCIATION	0
25407	11338	10262	PPREL	BINDING_ASSOCIATION	0
25409	11338	24148	PPREL	BINDING_ASSOCIATION	0
25413	11338	23450	PPREL	BINDING_ASSOCIATION	0
25414	11338	23451	PPREL	BINDING_ASSOCIATION	0
25415	11338	54883	PPREL	BINDING_ASSOCIATION	0
25416	11338	24144	PPREL	ACTIVATION	1
25421	11338	84271	PPREL	BINDING_ASSOCIATION	0
25426	11338	1479	PPREL	BINDING_ASSOCIATION	0
25427	11338	1478	PPREL	BINDING_ASSOCIATION	0
25430	11338	1477	PPREL	BINDING_ASSOCIATION	0
25432	11338	23020	PPREL	BINDING_ASSOCIATION	0
25434	11338	85313	PPREL	BINDING_ASSOCIATION	0
25438	11338	11325	PPREL	BINDING_ASSOCIATION	0
25441	11338	10084	PPREL	BINDING_ASSOCIATION	0
25442	11338	11051	PPREL	BINDING_ASSOCIATION	0
25443	11338	10482	PPREL	ACTIVATION	1
25445	11338	23398	PPREL	BINDING_ASSOCIATION	0
25449	11338	10523	PPREL	BINDING_ASSOCIATION	0
25452	11338	25949	PPREL	BINDING_ASSOCIATION	0
25453	11338	10291	PPREL	BINDING_ASSOCIATION	0
25456	11338	1660	PPREL	BINDING_ASSOCIATION	0
25461	11338	4809	PPREL	BINDING_ASSOCIATION	0
25464	11338	84248	PPREL	BINDING_ASSOCIATION	0
25465	11338	10450	PPREL	BINDING_ASSOCIATION	0
25470	11338	10212	PPREL	BINDING_ASSOCIATION	0
25474	11338	23658	PPREL	BINDING_ASSOCIATION	0
25475	11338	51729	PPREL	BINDING_ASSOCIATION	0
25478	11338	51690	PPREL	BINDING_ASSOCIATION	0
25479	11338	51692	PPREL	BINDING_ASSOCIATION	0
25480	11338	1665	PPREL	BINDING_ASSOCIATION	0
25481	11338	51691	PPREL	BINDING_ASSOCIATION	0
25486	11338	11157	PPREL	BINDING_ASSOCIATION	0
25487	11338	10465	PPREL	BINDING_ASSOCIATION	0
25488	11338	25804	PPREL	BINDING_ASSOCIATION	0
25496	11338	23517	PPREL	ACTIVATION	1
25500	11338	10283	PPREL	BINDING_ASSOCIATION	0
25505	11338	23350	PPREL	BINDING_ASSOCIATION	0
25508	11338	10286	PPREL	BINDING_ASSOCIATION	0
25509	11338	10285	PPREL	BINDING_ASSOCIATION	0
25511	11338	11017	PPREL	BINDING_ASSOCIATION	0
25524	127623	2788	PPREL	ACTIVATION	1
25526	127623	2774	PPREL	ACTIVATION	1
25528	127623	2782	PPREL	ACTIVATION	1
25529	127623	51764	PPREL	ACTIVATION	1
25534	25970	2690	PPREL	ACTIVATION	1
25537	25970	3717	PPREL	ACTIVATION	1
25538	25970	2689	PPREL	ACTIVATION	1
25539	25970	2688	PPREL	ACTIVATION	1
25540	25970	2885	PPREL	BINDING_ASSOCIATION	0
25541	25970	1442	PPREL	ACTIVATION	1
25543	25970	3952	PPREL	BINDING_ASSOCIATION	0
25544	25970	3667	PPREL	BINDING_ASSOCIATION	0
25545	25970	3953	PPREL	BINDING_ASSOCIATION	0
25554	10000	23608	PPREL	ACTIVATION	1
25564	10000	84289	PPREL	INHIBITION	0
25565	10000	84289	PPREL	ACTIVATION	0
25566	10000	4842	PPREL	ACTIVATION	1
25567	10000	4843	PPREL	ACTIVATION	1
25568	10000	2309	PPREL	ACTIVATION	0
25569	10000	2309	PPREL	INHIBITION	0
25570	10000	4846	PPREL	ACTIVATION	1
25571	10000	2308	PPREL	INHIBITION	0
25572	10000	2308	PPREL	ACTIVATION	0
25579	10000	6517	PPREL	INDIRECT_EFFECT	1
25580	10000	6518	PPREL	ACTIVATION	1
25582	10000	7862	PPREL	INHIBITION	0
25583	10000	7862	PPREL	ACTIVATION	0
25595	10000	3551	PPREL	ACTIVATION	1
25597	10000	5170	PPREL	INHIBITION	0
25598	10000	5170	PPREL	ACTIVATION	0
25600	10000	84335	PPREL	INHIBITION	0
25601	10000	84335	PPREL	ACTIVATION	0
25602	10000	84699	PPREL	ACTIVATION	1
25604	10000	10488	PPREL	ACTIVATION	1
25605	10000	5208	PPREL	ACTIVATION	1
25608	10000	1385	PPREL	ACTIVATION	1
25615	10000	4780	PPREL	ACTIVATION	1
25619	10000	23774	PPREL	INHIBITION	0
25620	10000	23774	PPREL	ACTIVATION	0
25624	10000	1027	PPREL	INHIBITION	0
25625	10000	1027	PPREL	ACTIVATION	0
25626	10000	1147	PPREL	ACTIVATION	1
25627	10000	1026	PPREL	INHIBITION	0
25628	10000	1026	PPREL	ACTIVATION	0
25630	10000	1388	PPREL	ACTIVATION	1
25631	10000	842	PPREL	INHIBITION	0
25632	10000	842	PPREL	ACTIVATION	0
25633	10000	2475	PPREL	ACTIVATION	1
25634	10000	1386	PPREL	ACTIVATION	1
25645	10000	4790	PPREL	ACTIVATION	1
25646	10000	4792	PPREL	ACTIVATION	1
25647	10000	4793	PPREL	ACTIVATION	1
25648	10000	4794	PPREL	ACTIVATION	1
25661	10000	2932	PPREL	INHIBITION	0
25662	10000	2932	PPREL	ACTIVATION	0
25665	10000	1326	PPREL	ACTIVATION	1
25666	10000	2931	PPREL	ACTIVATION	0
25667	10000	2931	PPREL	INHIBITION	0
25668	10000	860	PPREL	ACTIVATION	1
25671	10000	865	PPREL	ACTIVATION	1
25679	11331	5245	PPREL	BINDING_ASSOCIATION	0
25701	10001	84246	PPREL	BINDING_ASSOCIATION	0
25705	10001	2167	PPREL	ACTIVATION	1
25706	10001	3952	PPREL	INHIBITION	-1
25713	10001	1050	PPREL	ACTIVATION	1
25714	10001	23097	PPREL	BINDING_ASSOCIATION	0
25719	10001	84498	PPREL	BINDING_ASSOCIATION	0
25721	10001	10025	PPREL	BINDING_ASSOCIATION	0
25729	84296	51659	PPREL	BINDING_ASSOCIATION	0
25736	11337	2568	PPREL	BINDING_ASSOCIATION	0
25737	11337	2567	PPREL	BINDING_ASSOCIATION	0
25738	11337	2566	PPREL	BINDING_ASSOCIATION	0
25739	11337	2565	PPREL	BINDING_ASSOCIATION	0
25741	11337	115201	PPREL	ACTIVATION	1
25742	11337	2564	PPREL	BINDING_ASSOCIATION	0
25744	11337	2563	PPREL	BINDING_ASSOCIATION	0
25746	11337	128866	PPREL	ACTIVATION	1
25747	11337	4943	PPREL	BINDING_ASSOCIATION	0
25753	11337	2562	PPREL	BINDING_ASSOCIATION	0
25754	11337	2561	PPREL	BINDING_ASSOCIATION	0
25755	11337	2560	PPREL	BINDING_ASSOCIATION	0
25757	11337	25978	PPREL	ACTIVATION	1
25758	11337	2559	PPREL	BINDING_ASSOCIATION	0
25759	11337	23192	PPREL	ACTIVATION	1
25760	11337	2558	PPREL	BINDING_ASSOCIATION	0
25762	11337	2557	PPREL	BINDING_ASSOCIATION	0
25763	11337	2556	PPREL	BINDING_ASSOCIATION	0
25765	11337	2555	PPREL	BINDING_ASSOCIATION	0
25766	11337	2554	PPREL	BINDING_ASSOCIATION	0
25767	11337	51652	PPREL	ACTIVATION	1
25773	10006	10093	PPREL	BINDING_ASSOCIATION	0
25774	10006	10092	PPREL	BINDING_ASSOCIATION	0
25777	10006	10095	PPREL	BINDING_ASSOCIATION	0
25780	10006	10094	PPREL	BINDING_ASSOCIATION	0
25781	10006	10097	PPREL	BINDING_ASSOCIATION	0
25782	10006	10096	PPREL	BINDING_ASSOCIATION	0
25784	10006	26999	PPREL	BINDING_ASSOCIATION	0
25785	10006	23191	PPREL	BINDING_ASSOCIATION	0
25786	10006	10109	PPREL	BINDING_ASSOCIATION	0
25789	10006	60	PPREL	BINDING_ASSOCIATION	0
25790	10006	71	PPREL	BINDING_ASSOCIATION	0
25799	11336	23265	PPREL	BINDING_ASSOCIATION	0
25800	11336	1262	PPREL	ACTIVATION	1
25801	11336	1260	PPREL	ACTIVATION	1
25803	11336	1258	PPREL	ACTIVATION	1
25804	11336	60412	PPREL	BINDING_ASSOCIATION	0
25820	126370	2788	PPREL	ACTIVATION	1
25821	126370	2774	PPREL	ACTIVATION	1
25822	126370	2782	PPREL	ACTIVATION	1
25823	126370	51764	PPREL	ACTIVATION	1
25824	25946	2810	PPREL	ACTIVATION	1
25825	25946	1026	PPREL	INDIRECT_EFFECT	1
25826	25946	57060	PPREL	INDIRECT_EFFECT	1
25833	25949	10250	PPREL	ACTIVATION	1
25840	25949	23283	PPREL	ACTIVATION	1
25842	25949	11100	PPREL	ACTIVATION	1
25843	25949	51645	PPREL	ACTIVATION	1
25852	25949	10262	PPREL	ACTIVATION	1
25854	25949	24148	PPREL	ACTIVATION	1
25858	25949	23450	PPREL	ACTIVATION	1
25859	25949	23451	PPREL	ACTIVATION	1
25860	25949	24144	PPREL	ACTIVATION	1
25869	25949	10421	PPREL	ACTIVATION	1
25874	25949	4904	PPREL	ACTIVATION	1
25875	25949	1479	PPREL	ACTIVATION	1
25876	25949	2963	PPREL	ACTIVATION	1
25877	25949	1478	PPREL	ACTIVATION	1
25878	25949	2962	PPREL	ACTIVATION	1
25880	25949	1477	PPREL	ACTIVATION	1
25881	25949	23020	PPREL	ACTIVATION	1
25882	25949	85313	PPREL	ACTIVATION	1
25892	25949	10236	PPREL	ACTIVATION	1
25893	25949	11325	PPREL	ACTIVATION	1
25897	25949	10084	PPREL	ACTIVATION	1
25898	25949	11052	PPREL	ACTIVATION	1
25899	25949	11051	PPREL	ACTIVATION	1
25903	25949	11338	PPREL	ACTIVATION	1
25909	25949	10523	PPREL	ACTIVATION	1
25913	25949	10291	PPREL	ACTIVATION	1
25916	25949	1660	PPREL	ACTIVATION	1
25922	25949	4809	PPREL	ACTIVATION	1
25926	25949	10450	PPREL	ACTIVATION	1
25935	25949	10181	PPREL	ACTIVATION	1
25936	25949	51729	PPREL	ACTIVATION	1
25941	25949	51692	PPREL	ACTIVATION	1
25942	25949	1665	PPREL	ACTIVATION	1
25945	25949	10189	PPREL	ACTIVATION	1
25956	25949	2521	PPREL	ACTIVATION	1
25962	25949	23517	PPREL	ACTIVATION	1
25972	25949	23350	PPREL	ACTIVATION	1
25974	25949	10286	PPREL	ACTIVATION	1
25976	25949	10285	PPREL	ACTIVATION	1
25979	441308	2788	PPREL	ACTIVATION	1
25980	441308	2774	PPREL	ACTIVATION	1
25981	441308	2782	PPREL	ACTIVATION	1
25982	441308	51764	PPREL	ACTIVATION	1
25983	25941	25809	PPREL	BINDING_ASSOCIATION	0
26002	126374	60485	PPREL	INHIBITION	-1
26006	25942	128312	PPREL	ACTIVATION	1
26011	25942	3561	PPREL	INHIBITION	-1
26015	25942	3674	PPREL	INHIBITION	-1
26021	25942	2308	PPREL	BINDING_ASSOCIATION	0
26040	25942	1789	PPREL	BINDING_ASSOCIATION	0
26041	25942	1786	PPREL	BINDING_ASSOCIATION	0
26044	25942	121504	PPREL	ACTIVATION	1
26060	25942	2891	PPREL	INHIBITION	-1
26068	25942	102724334	PPREL	ACTIVATION	1
26069	25942	2645	PPREL	INHIBITION	-1
26072	25942	85236	PPREL	ACTIVATION	1
26076	25942	4988	PPREL	INHIBITION	-1
26086	25942	23112	PPREL	INHIBITION	-1
26091	25942	2811	PPREL	INHIBITION	-1
26092	25942	861	PPREL	BINDING_ASSOCIATION	0
26095	25942	865	PPREL	BINDING_ASSOCIATION	0
26101	25945	23705	PPREL	BINDING_ASSOCIATION	0
26106	25945	201633	PPREL	ACTIVATION	1
26107	25945	25945	PPREL	BINDING_ASSOCIATION	0
26126	285362	153642	PPREL	ACTIVATION	1
26133	285362	25870	PPREL	BINDING_ASSOCIATION	0
26145	140609	23225	PPREL	ACTIVATION	1
26147	140609	4927	PPREL	ACTIVATION	1
26148	140609	4928	PPREL	ACTIVATION	1
26149	140609	23165	PPREL	ACTIVATION	1
26154	140609	23636	PPREL	ACTIVATION	1
26158	140609	11097	PPREL	ACTIVATION	1
26161	140609	23279	PPREL	ACTIVATION	1
26162	140609	23511	PPREL	ACTIVATION	1
26172	25950	10055	PPREL	ACTIVATION	1
26173	25950	10054	PPREL	ACTIVATION	1
26176	25956	10427	PPREL	BINDING_ASSOCIATION	0
26179	25956	10484	PPREL	BINDING_ASSOCIATION	0
26180	25956	10483	PPREL	BINDING_ASSOCIATION	0
26185	11317	2625	GEREL	EXPRESSION	1
26186	11317	23493	GEREL	EXPRESSION	1
26189	11317	3565	GEREL	EXPRESSION	1
26190	11317	23462	GEREL	EXPRESSION	1
26197	11316	23046	PPREL	BINDING_ASSOCIATION	0
26198	11316	24137	PPREL	BINDING_ASSOCIATION	0
26203	11316	830	PPREL	BINDING_ASSOCIATION	0
26205	11316	3797	PPREL	BINDING_ASSOCIATION	0
26207	11316	3832	PPREL	BINDING_ASSOCIATION	0
26209	11316	3833	PPREL	BINDING_ASSOCIATION	0
26210	11316	3834	PPREL	BINDING_ASSOCIATION	0
26211	11316	3835	PPREL	BINDING_ASSOCIATION	0
26213	11316	11070	PPREL	BINDING_ASSOCIATION	0
26214	11316	25839	PPREL	BINDING_ASSOCIATION	0
26215	11316	285643	PPREL	BINDING_ASSOCIATION	0
26223	11316	23095	PPREL	BINDING_ASSOCIATION	0
26225	11316	84516	PPREL	BINDING_ASSOCIATION	0
26230	11316	60561	PPREL	BINDING_ASSOCIATION	0
26234	11316	10466	PPREL	BINDING_ASSOCIATION	0
26238	11316	23423	PPREL	BINDING_ASSOCIATION	0
26239	11316	23303	PPREL	BINDING_ASSOCIATION	0
26241	11316	124602	PPREL	BINDING_ASSOCIATION	0
26243	11316	54732	PPREL	BINDING_ASSOCIATION	0
26246	11316	84342	PPREL	BINDING_ASSOCIATION	0
26247	11316	10112	PPREL	BINDING_ASSOCIATION	0
26250	11316	53407	PPREL	BINDING_ASSOCIATION	0
26251	11316	11127	PPREL	BINDING_ASSOCIATION	0
26260	11316	11014	PPREL	BINDING_ASSOCIATION	0
26263	11316	11015	PPREL	BINDING_ASSOCIATION	0
26264	11316	829	PPREL	BINDING_ASSOCIATION	0
26269	11311	25839	PPREL	BINDING_ASSOCIATION	0
26273	11311	84342	PPREL	BINDING_ASSOCIATION	0
26276	11311	10466	PPREL	BINDING_ASSOCIATION	0
26279	11313	2596	PPREL	ACTIVATION	1
26284	11315	1080	PPREL	ACTIVATION	1
26293	11315	128866	PPREL	ACTIVATION	1
26294	11315	10013	PPREL	BINDING_ASSOCIATION	0
26304	11315	25978	PPREL	ACTIVATION	1
26308	11315	51652	PPREL	ACTIVATION	1
26309	11315	3920	PPREL	BINDING_ASSOCIATION	0
26316	25924	3630	PPREL	ACTIVATION	1
26319	25926	10171	PPREL	ACTIVATION	1
26325	25926	10436	PPREL	ACTIVATION	1
26327	25926	23160	PPREL	ACTIVATION	1
26331	25926	4809	PPREL	ACTIVATION	1
26334	25926	84128	PPREL	ACTIVATION	1
26339	25926	10199	PPREL	ACTIVATION	1
26341	25926	11103	PPREL	ACTIVATION	1
26343	25926	51602	PPREL	ACTIVATION	1
26350	25926	57050	PPREL	ACTIVATION	1
26351	25926	25879	PPREL	ACTIVATION	1
26355	25926	10528	PPREL	ACTIVATION	1
26358	25926	11056	PPREL	ACTIVATION	1
26361	25926	84135	PPREL	ACTIVATION	1
26369	25929	10073	PPREL	BINDING_ASSOCIATION	0
26375	25929	23225	PPREL	ACTIVATION	1
26376	25929	4927	PPREL	ACTIVATION	1
26377	25929	4928	PPREL	ACTIVATION	1
26378	25929	23165	PPREL	ACTIVATION	1
26382	25929	23636	PPREL	ACTIVATION	1
26386	25929	11097	PPREL	ACTIVATION	1
26387	25929	23279	PPREL	ACTIVATION	1
26389	25929	23511	PPREL	ACTIVATION	1
26395	25929	11218	PPREL	BINDING_ASSOCIATION	0
26412	25920	1022	PPREL	BINDING_ASSOCIATION	0
26413	25920	2177	PPREL	ACTIVATION	1
26414	25920	23168	PPREL	BINDING_ASSOCIATION	0
26418	25920	2966	PPREL	BINDING_ASSOCIATION	0
26419	25920	2965	PPREL	BINDING_ASSOCIATION	0
26423	25920	1111	PPREL	ACTIVATION	1
26432	25920	2968	PPREL	BINDING_ASSOCIATION	0
26434	25920	2967	PPREL	BINDING_ASSOCIATION	0
26435	25920	404672	PPREL	BINDING_ASSOCIATION	0
26443	25920	1025	PPREL	BINDING_ASSOCIATION	0
26449	25920	11198	PPREL	BINDING_ASSOCIATION	0
26491	165918	128312	PPREL	BINDING_ASSOCIATION	0
26500	165918	51720	PPREL	BINDING_ASSOCIATION	0
26504	165918	11200	PPREL	BINDING_ASSOCIATION	0
26505	165918	10111	PPREL	BINDING_ASSOCIATION	0
26507	165918	84142	PPREL	BINDING_ASSOCIATION	0
26511	25936	25909	PPREL	BINDING_ASSOCIATION	0
26514	25936	23122	PPREL	BINDING_ASSOCIATION	0
26515	25936	1781	PPREL	BINDING_ASSOCIATION	0
26516	25936	1780	PPREL	BINDING_ASSOCIATION	0
26517	25936	23244	PPREL	BINDING_ASSOCIATION	0
26519	25936	23047	PPREL	BINDING_ASSOCIATION	0
26520	25936	1063	PPREL	BINDING_ASSOCIATION	0
26521	25936	1778	PPREL	BINDING_ASSOCIATION	0
26525	25936	84643	PPREL	BINDING_ASSOCIATION	0
26527	25936	23063	PPREL	BINDING_ASSOCIATION	0
26530	25936	151246	PPREL	BINDING_ASSOCIATION	0
26531	25936	11243	PPREL	BINDING_ASSOCIATION	0
26532	25936	3796	PPREL	BINDING_ASSOCIATION	0
26533	25936	10274	PPREL	BINDING_ASSOCIATION	0
26536	25936	3619	PPREL	BINDING_ASSOCIATION	0
26543	25936	23332	PPREL	BINDING_ASSOCIATION	0
26548	25936	1783	PPREL	BINDING_ASSOCIATION	0
26557	25937	102800317	PPREL	INHIBITION	-1
26566	25937	1454	PPREL	INHIBITION	-1
26567	25937	2246	GEREL	EXPRESSION	1
26568	25937	1453	PPREL	INHIBITION	-1
26576	25937	154796	PPREL	BINDING_ASSOCIATION	0
26580	25937	154810	PPREL	BINDING_ASSOCIATION	0
26581	25937	1490	PPREL	ACTIVATION	1
26582	25937	1490	GEREL	EXPRESSION	1
26583	25937	27113	GEREL	EXPRESSION	1
26585	25937	3689	GEREL	EXPRESSION	1
26586	25937	4878	PPREL	ACTIVATION	1
26587	25937	2736	GEREL	EXPRESSION	1
26624	140628	23414	PPREL	BINDING_ASSOCIATION	0
26626	23288	84455	PPREL	BINDING_ASSOCIATION	0
26628	23288	2121	PPREL	BINDING_ASSOCIATION	0
26630	hsa-miR-508-5p	5243	MGREL	MIRNA_INHIBITION	-1
26632	hsa-miR-508-5p	10457	MGREL	MIRNA_INHIBITION	-1
26633	hsa-miR-3928-3p	23405	MGREL	MIRNA_INHIBITION	-1
26637	23283	25949	PPREL	BINDING_ASSOCIATION	0
26645	23283	84324	PPREL	BINDING_ASSOCIATION	0
26648	23283	84248	PPREL	BINDING_ASSOCIATION	0
26650	23283	84321	PPREL	BINDING_ASSOCIATION	0
26651	23283	10212	PPREL	BINDING_ASSOCIATION	0
26654	23283	23517	PPREL	ACTIVATION	1
26655	23283	11051	PPREL	BINDING_ASSOCIATION	0
26657	23283	10283	PPREL	BINDING_ASSOCIATION	0
26659	23283	23398	PPREL	BINDING_ASSOCIATION	0
26661	23283	51692	PPREL	BINDING_ASSOCIATION	0
26664	23283	54883	PPREL	BINDING_ASSOCIATION	0
26665	23283	24144	PPREL	ACTIVATION	1
26668	23283	84271	PPREL	BINDING_ASSOCIATION	0
26677	23286	60485	PPREL	ACTIVATION	1
26682	151246	23122	PPREL	BINDING_ASSOCIATION	0
26683	151246	1781	PPREL	BINDING_ASSOCIATION	0
26684	151246	23244	PPREL	BINDING_ASSOCIATION	0
26686	151246	23047	PPREL	BINDING_ASSOCIATION	0
26687	151246	1778	PPREL	BINDING_ASSOCIATION	0
26690	151246	23063	PPREL	BINDING_ASSOCIATION	0
26691	151246	10274	PPREL	BINDING_ASSOCIATION	0
26698	151246	23332	PPREL	BINDING_ASSOCIATION	0
26786	23299	25782	PPREL	ACTIVATION	1
26797	23291	11065	PPREL	ACTIVATION	1
26803	23291	1499	PPREL	UBIQUITINATION	-1
26810	23291	10413	PPREL	INHIBITION	-1
26818	23291	23412	PPREL	BINDING_ASSOCIATION	0
26819	23291	4738	PPREL	ACTIVATION	1
26831	23291	4790	PPREL	ACTIVATION	1
26832	23291	51619	PPREL	ACTIVATION	1
26833	23291	4792	PPREL	ACTIVATION	1
26842	23291	23142	PPREL	INHIBITION	-1
26847	23291	10477	PPREL	ACTIVATION	1
26851	23291	25937	PPREL	INHIBITION	-1
26854	23291	63893	PPREL	ACTIVATION	1
26856	23291	6500	PPREL	BINDING_ASSOCIATION	0
26858	23291	2735	PPREL	UBIQUITINATION	-1
26862	23291	84259	PPREL	INHIBITION	-1
26864	23291	2737	PPREL	UBIQUITINATION	-1
26865	23291	2736	PPREL	UBIQUITINATION	-1
26866	23293	23381	PPREL	BINDING_ASSOCIATION	0
26878	23295	51619	PPREL	ACTIVATION	1
26882	23295	11065	PPREL	ACTIVATION	1
26896	23295	10477	PPREL	ACTIVATION	1
26902	23295	63893	PPREL	ACTIVATION	1
26926	11280	4897	PPREL	BINDING_ASSOCIATION	0
26928	11280	23114	PPREL	BINDING_ASSOCIATION	0
26945	11285	10082	PPREL	ACTIVATION	1
26947	11285	1462	PPREL	ACTIVATION	1
26949	11285	2262	PPREL	ACTIVATION	1
26952	11285	63827	PPREL	ACTIVATION	1
26953	11285	2239	PPREL	ACTIVATION	1
26954	11285	1634	PPREL	ACTIVATION	1
26957	11285	1464	PPREL	ACTIVATION	1
26958	11285	1463	PPREL	ACTIVATION	1
26959	11285	375790	PPREL	ACTIVATION	1
26960	11285	2719	PPREL	ACTIVATION	1
26961	11285	2817	PPREL	ACTIVATION	1
26965	163259	2665	PPREL	ACTIVATION	1
26967	163259	2664	PPREL	ACTIVATION	1
26968	163259	1122	PPREL	ACTIVATION	1
26969	163259	1121	PPREL	ACTIVATION	1
26979	23265	1258	PPREL	ACTIVATION	1
26984	23265	1262	PPREL	ACTIVATION	1
26985	23265	23433	PPREL	BINDING_ASSOCIATION	0
26986	23265	1260	PPREL	ACTIVATION	1
26987	23265	6517	PPREL	INDIRECT_EFFECT	1
26991	23269	84108	PPREL	BINDING_ASSOCIATION	0
27000	23269	11335	PPREL	BINDING_ASSOCIATION	0
27006	59269	11059	PPREL	BINDING_ASSOCIATION	0
27033	23279	25909	PPREL	BINDING_ASSOCIATION	0
27036	23279	23047	PPREL	BINDING_ASSOCIATION	0
27039	23279	84324	PPREL	ACTIVATION	1
27040	23279	23165	PPREL	BINDING_ASSOCIATION	0
27041	23279	151246	PPREL	BINDING_ASSOCIATION	0
27042	23279	84321	PPREL	ACTIVATION	1
27047	23279	24144	PPREL	INDIRECT_EFFECT	1
27051	23279	10073	PPREL	ACTIVATION	1
27055	23279	57082	PPREL	BINDING_ASSOCIATION	0
27065	23279	10403	PPREL	BINDING_ASSOCIATION	0
27070	23279	10526	PPREL	ACTIVATION	1
27082	23279	11260	PPREL	ACTIVATION	1
27083	23279	23122	PPREL	BINDING_ASSOCIATION	0
27084	23279	23244	PPREL	BINDING_ASSOCIATION	0
27093	23279	84248	PPREL	ACTIVATION	1
27094	23279	3796	PPREL	BINDING_ASSOCIATION	0
27100	23279	116835	PPREL	ACTIVATION	1
27102	23279	51692	PPREL	ACTIVATION	1
27105	23279	10189	PPREL	ACTIVATION	1
27107	23279	23225	PPREL	BINDING_ASSOCIATION	0
27108	23279	2491	PPREL	BINDING_ASSOCIATION	0
27111	23279	11243	PPREL	BINDING_ASSOCIATION	0
27112	23279	10274	PPREL	BINDING_ASSOCIATION	0
